TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,ShippingType,ShippingTypeDescription,Purpose,OutOfPolicy,EntitiyCode,BusinessUnit,HotelNights,NetCosts
51270,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Enablement,No,8000,Executive Management,3,3150
51271,CN,Beijing,AU,Sydney,10,Economy Flight,Enablement,No,6000,Executive Management,4,1200
51275,AU,Sydney,AU,Perth,15,Volkswagen Golf petrol,Conference/Exhibition,Yes,9000,Customer Support,4,2850
51277,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,9000,Sales,4,3600
51281,US,New York,CA,Toronto,12,Business Class Flight,Internal Business Trip,Yes,6000,Sales,2,1800
51316,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,8000,Marketing,2,2850
51318,CN,Beijing,IN,New Delhi,12,Business Class Flight,Internal Business Trip,Yes,6000,Ecosystem,3,3150
51323,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,10000,Sales,3,3750
51327,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,Yes,9000,Value Engineering,4,450
51330,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Customer Visit,Yes,8000,Executive Management,5,300
51333,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,6000,Engineering,5,3600
51334,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Customer Visit,No,10000,Customer Support,2,450
51335,US,New York,MX,Mexico City,4,Train,Conference/Exhibition,No,9000,Legal,3,450
51342,US,New York,FR,Paris,4,Train,Enablement,No,7000,Customer Support,3,3600
51345,AU,Sydney,AU,Brisbane,13,BMW 3 diesel,Customer Visit,Yes,7000,Sales,2,3000
51349,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,Yes,6000,Executive Management,3,1500
51350,CN,Beijing,IN,New Delhi,14,Volkswagen Golf diesel,Customer Visit,No,7000,Office Management,6,1200
51354,DE,Berlin,FR,Paris,12,Business Class Flight,Conference/Exhibition,No,8000,Sales,1,3000
51358,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Conference/Exhibition,Yes,9000,Marketing,3,1500
51359,AU,Sydney,AU,Perth,13,BMW 3 diesel,Customer Visit,Yes,6000,Sales,4,450
51361,US,New York,CA,Toronto,12,Business Class Flight,Internal Business Trip,No,7000,Services,2,3450
51373,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,6000,Sales,4,1800
51382,BR,Ṣo Paulo,PT,Lisbon,12,Business Class Flight,Customer Visit,No,8000,Sales,5,3600
51388,AU,Sydney,SG,Singapore,10,Economy Flight,Partner Visit,No,10000,Ecosystem,3,1200
51389,US,New York,MX,Mexico City,13,BMW 3 diesel,Enablement,No,10000,Ecosystem,6,2550
51390,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Conference/Exhibition,Yes,6000,Marketing,3,3150
51392,CN,Beijing,GB,London,12,Business Class Flight,Customer Visit,Yes,8000,Customer Support,4,3600
51393,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,9000,Sales,5,3000
51396,US,New York,CA,Toronto,4,Train,Conference/Exhibition,No,6000,Value Engineering,3,3450
51398,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,7000,Executive Management,1,3150
51399,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,10000,Marketing,2,3150
51402,AU,Sydney,NZ,Auckland,12,Business Class Flight,Customer Visit,Yes,6000,Value Engineering,3,3000
51410,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,7000,Sales,3,3150
51411,US,New York,CA,Toronto,12,Business Class Flight,Conference/Exhibition,No,9000,Sales,1,2700
51414,US,New York,MX,Mexico City,14,Volkswagen Golf diesel,Customer Visit,No,9000,Sales,4,3600
51415,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,7000,Ecosystem,2,2550
51418,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,8000,Sales,2,3150
51435,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,9000,Sales,3,3000
51450,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Enablement,No,7000,Sales,5,1200
51452,US,New York,MX,Mexico City,14,Volkswagen Golf diesel,Enablement,No,8000,Value Engineering,5,1800
51453,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Enablement,No,10000,Executive Management,2,1200
51457,BR,Ṣo Paulo,AR,Buenos Aires,13,BMW 3 diesel,Customer Visit,No,9000,Executive Management,3,900
51458,US,New York,MX,Mexico City,15,Volkswagen Golf petrol,Conference/Exhibition,No,6000,Customer Support,3,2850
51459,AU,Sydney,US,Los Angeles,10,Economy Flight,Enablement,No,6000,Office Management,5,1950
51461,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,10000,Sales,5,3300
51462,DE,Berlin,IT,Rome,13,BMW 3 diesel,Customer Visit,No,6000,Customer Support,2,450
51464,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Enablement,No,8000,Value Engineering,4,2850
51465,AU,Sydney,US,Los Angeles,12,Business Class Flight,Customer Visit,Yes,10000,Sales,1,2250
51475,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,7000,Sales,6,1800
51481,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Internal Business Trip,No,9000,Services,3,2700
51483,BR,Ṣo Paulo,US,Miami,11,First Class Flight,Conference/Exhibition,No,9000,Services,5,2700
51485,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,9000,Customer Support,6,2550
51492,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,6000,Marketing,2,1200
51497,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,7000,Services,3,2400
51511,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,6000,Sales,2,750
51512,AU,Sydney,US,Los Angeles,10,Economy Flight,Internal Business Trip,No,7000,Executive Management,3,2700
51514,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,Yes,6000,Legal,1,2700
51517,AU,Sydney,AU,Melbourne,13,BMW 3 diesel,Customer Visit,No,9000,Marketing,4,3600
51518,AU,Sydney,SG,Singapore,10,Economy Flight,Enablement,No,7000,Operations,3,3450
51521,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Customer Visit,Yes,7000,Executive Management,3,3600
51523,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,10000,Marketing,3,3000
51525,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,No,8000,Product Management,2,900
51529,US,New York,MX,Mexico City,12,Business Class Flight,Conference/Exhibition,No,9000,Marketing,3,750
51531,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,8000,Executive Management,3,3150
51533,DE,Berlin,ES,Madrid,4,Train,Partner Visit,Yes,8000,Ecosystem,3,1200
51539,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,10000,Services,4,450
51541,US,New York,MX,Mexico City,12,Business Class Flight,Conference/Exhibition,Yes,7000,Marketing,3,1500
51542,BR,Ṣo Paulo,PT,Lisbon,12,Business Class Flight,Conference/Exhibition,Yes,8000,Operations,2,2850
51543,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Customer Visit,Yes,9000,Sales,3,450
51544,AU,Sydney,AU,Melbourne,16,BMW 3 plugin hybrid,Conference/Exhibition,No,8000,Sales,5,3450
51547,DE,Berlin,NL,Amsterdam,16,BMW 3 plugin hybrid,Customer Visit,Yes,10000,Sales,2,1350
51551,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Customer Visit,No,8000,Ecosystem,2,1800
51556,US,New York,MX,Mexico City,13,BMW 3 diesel,Customer Visit,No,10000,Value Engineering,4,900
51559,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,8000,Sales,2,1800
51562,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,9000,Sales,1,3000
51563,AU,Sydney,CN,Beijing,10,Economy Flight,Conference/Exhibition,No,9000,Services,1,2700
51565,US,New York,MX,Mexico City,12,Business Class Flight,Internal Business Trip,No,10000,Sustainability,1,1800
51570,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,7000,Sales,6,750
51577,AU,Sydney,SG,Singapore,12,Business Class Flight,Customer Visit,Yes,7000,Sales,5,2550
51579,DE,Berlin,NL,Amsterdam,14,Volkswagen Golf diesel,Internal Business Trip,No,10000,Sales,1,3450
51580,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Conference/Exhibition,No,7000,Executive Management,2,3150
51586,AU,Sydney,CN,Beijing,13,BMW 3 diesel,Internal Business Trip,No,7000,Engineering,3,1800
51593,CN,Beijing,RU,Moscow,12,Business Class Flight,Customer Visit,No,10000,Marketing,2,900
51594,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Conference/Exhibition,Yes,10000,Sales,3,2250
51596,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,9000,Sales,3,2550
51601,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,9000,Customer Support,2,2550
51603,AU,Sydney,SG,Singapore,12,Business Class Flight,Customer Visit,Yes,8000,Customer Support,1,1200
51609,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,10000,Customer Support,5,3450
51612,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,9000,Sales,2,1500
51614,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,8000,Customer Support,3,2550
51615,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,9000,Services,2,3600
51618,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,9000,Value Engineering,3,450
51623,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,9000,Operations,6,1350
51630,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,9000,Ecosystem,3,450
51632,AU,Sydney,NZ,Auckland,10,Economy Flight,Customer Visit,No,10000,Sales,3,3900
51634,DE,Hamburg,DE,Berlin,13,BMW 3 diesel,Conference/Exhibition,No,9000,Services,3,3000
51636,US,New York,CA,Toronto,15,Volkswagen Golf petrol,Customer Visit,No,6000,Office Management,1,3300
51640,BR,Ṣo Paulo,PT,Lisbon,12,Business Class Flight,Customer Visit,No,10000,Sales,5,300
51641,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,9000,Executive Management,5,1200
51647,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,Marketing,1,3150
51650,AU,Sydney,SG,Singapore,12,Business Class Flight,Customer Visit,Yes,10000,Executive Management,4,1800
51652,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Enablement,No,9000,Value Engineering,6,3900
51654,US,New York,CA,Toronto,4,Train,Customer Visit,No,7000,Operations,1,2700
51657,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,10000,Legal,5,2850
51666,BR,Ṣo Paulo,AR,Buenos Aires,13,BMW 3 diesel,Customer Visit,No,8000,Sales,2,3150
51667,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,6000,Value Engineering,2,1200
51673,AU,Sydney,AU,Brisbane,15,Volkswagen Golf petrol,Customer Visit,No,8000,Office Management,3,3600
51676,AU,Sydney,US,Los Angeles,12,Business Class Flight,Customer Visit,No,9000,Customer Support,2,900
51677,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,9000,Customer Support,1,3600
51680,CN,Beijing,RU,Moscow,4,Train,Customer Visit,No,8000,Operations,1,2400
51683,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,8000,Marketing,3,2700
51686,US,New York,CA,Toronto,14,Volkswagen Golf diesel,Enablement,No,10000,Sales,3,1350
51691,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,10000,Sales,2,1800
51694,DE,Berlin,FR,Paris,12,Business Class Flight,Conference/Exhibition,Yes,6000,Marketing,3,3000
51706,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,6000,Executive Management,5,1200
51707,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,6000,Sales,3,3300
51710,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Conference/Exhibition,No,10000,Sales,3,3300
51715,AU,Sydney,SG,Singapore,12,Business Class Flight,Customer Visit,No,6000,Executive Management,2,1500
51722,US,New York,CA,Toronto,16,BMW 3 plugin hybrid,Customer Visit,No,8000,Sales,1,1500
51727,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Internal Business Trip,No,7000,Operations,1,3000
51738,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,8000,Marketing,2,900
51741,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,9000,Sales,2,900
51742,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,7000,Finance,3,1800
51753,MX,Mexico City,US,Miami,13,BMW 3 diesel,Internal Business Trip,Yes,9000,Services,2,1200
51754,DE,Berlin,FR,Paris,4,Train,Customer Visit,No,7000,Sales,6,1950
51758,ES,Madrid,PT,Lisbon,13,BMW 3 diesel,Customer Visit,No,8000,Value Engineering,3,1800
51759,AU,Sydney,SG,Singapore,12,Business Class Flight,Enablement,Yes,8000,Sales,3,2550
51772,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Partner Visit,Yes,10000,Sales,2,3000
51773,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,7000,Customer Support,3,1800
51782,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,10000,Executive Management,2,3150
51798,DE,Berlin,NL,Amsterdam,16,BMW 3 plugin hybrid,Customer Visit,No,6000,Sales,3,450
51801,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Conference/Exhibition,No,10000,Customer Support,5,3450
51807,CN,Beijing,RU,Moscow,12,Business Class Flight,Enablement,Yes,9000,Value Engineering,5,3000
51814,US,New York,JP,Tokyo,12,Business Class Flight,Customer Visit,No,6000,Value Engineering,2,3000
51818,US,New York,JP,Tokyo,15,Volkswagen Golf petrol,Customer Visit,No,7000,Customer Support,1,450
51820,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Conference/Exhibition,Yes,6000,Sales,2,1500
51825,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,6000,Sales,2,300
51828,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,No,9000,Sales,2,3600
51829,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,10000,Customer Support,3,3750
51834,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,10000,Legal,3,3000
51836,CN,Beijing,TR,Istanbul,14,Volkswagen Golf diesel,Conference/Exhibition,No,8000,Customer Support,3,3000
51840,US,New York,DE,Berlin,12,Business Class Flight,Internal Business Trip,Yes,9000,Sales,4,2400
51847,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,7000,Ecosystem,5,1800
51851,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Conference/Exhibition,No,10000,Value Engineering,3,3150
51856,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Customer Visit,Yes,6000,Marketing,5,3150
51857,DE,Berlin,ES,Madrid,4,Train,Conference/Exhibition,No,6000,Value Engineering,1,3000
51859,DE,Berlin,ES,Madrid,12,Business Class Flight,Conference/Exhibition,Yes,10000,Sales,5,2700
51861,CN,Beijing,RU,Moscow,4,Train,Customer Visit,No,7000,Ecosystem,3,450
51865,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Conference/Exhibition,No,8000,Sales,1,900
51874,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Customer Visit,Yes,8000,Sales,3,3300
51879,AU,Sydney,AU,Perth,14,Volkswagen Golf diesel,Conference/Exhibition,Yes,10000,Sales,3,1500
51883,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,6000,Executive Management,4,1500
51884,ES,Madrid,PT,Lisbon,15,Volkswagen Golf petrol,Conference/Exhibition,No,7000,Value Engineering,1,3150
51888,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Internal Business Trip,No,9000,Executive Management,3,1800
51891,AU,Sydney,CN,Beijing,12,Business Class Flight,Conference/Exhibition,No,8000,Marketing,3,900
51913,AU,Sydney,US,Los Angeles,10,Economy Flight,Internal Business Trip,No,8000,Executive Management,6,2250
51914,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,10000,Sales,2,3150
51917,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,8000,Ecosystem,5,2400
51919,AU,Sydney,DE,Frankfurt,11,First Class Flight,Customer Visit,Yes,7000,Executive Management,2,3600
51920,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Customer Visit,Yes,9000,Marketing,1,900
51943,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,6000,Customer Support,4,2850
51944,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,10000,Services,5,3000
51946,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Customer Visit,No,9000,Sales,5,900
51955,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Partner Visit,No,9000,Finance,5,2850
51961,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,8000,Office Management,3,450
51963,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,10000,Legal,2,1800
51965,CN,Beijing,RU,Moscow,4,Train,Customer Visit,No,7000,Customer Support,6,900
51966,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,8000,Value Engineering,3,1200
51970,DE,Berlin,NL,Amsterdam,15,Volkswagen Golf petrol,Partner Visit,Yes,10000,Customer Support,2,1800
51972,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Customer Visit,No,6000,Sales,3,1200
51985,DE,Berlin,FR,Paris,17,Fiat 500 electric,Customer Visit,No,8000,Sales,2,1200
51987,AU,Sydney,AU,Perth,14,Volkswagen Golf diesel,Customer Visit,Yes,7000,Operations,3,2400
51990,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Customer Visit,Yes,6000,Office Management,3,2400
51996,US,New York,CA,Toronto,11,First Class Flight,Enablement,No,7000,Sales,2,900
52002,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,7000,Marketing,3,450
52005,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,7000,Operations,5,3000
52007,AU,Sydney,CN,Beijing,15,Volkswagen Golf petrol,Customer Visit,No,7000,Sales,6,3000
52012,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,10000,Sales,3,3000
52016,AU,Sydney,DE,Frankfurt,10,Economy Flight,Enablement,No,9000,Executive Management,3,1800
52025,DE,Berlin,GB,London,12,Business Class Flight,Customer Visit,No,8000,Services,5,3300
52027,DE,Berlin,NL,Amsterdam,14,Volkswagen Golf diesel,Customer Visit,No,8000,Operations,2,1350
52029,CN,Beijing,RU,Moscow,12,Business Class Flight,Customer Visit,Yes,7000,Customer Support,3,450
52032,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,8000,Marketing,2,450
52034,AU,Sydney,SG,Singapore,12,Business Class Flight,Customer Visit,Yes,7000,Sales,4,1800
52040,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,Yes,10000,Marketing,4,3000
52041,DE,Berlin,ES,Madrid,12,Business Class Flight,Conference/Exhibition,No,7000,Value Engineering,2,3000
52042,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,10000,Customer Support,4,450
52044,CN,Beijing,GB,London,10,Economy Flight,Conference/Exhibition,No,8000,Value Engineering,3,1350
52049,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,Yes,6000,Value Engineering,5,3600
52053,ZA,Cape Town,ZA,Johannesburg,17,Fiat 500 electric,Customer Visit,Yes,8000,Services,3,3600
52056,AU,Sydney,SG,Singapore,10,Economy Flight,Enablement,No,8000,Executive Management,1,3300
52059,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,7000,Marketing,2,3000
52061,US,New York,CA,Toronto,12,Business Class Flight,Conference/Exhibition,No,6000,Value Engineering,2,900
52067,DE,Berlin,NL,Amsterdam,15,Volkswagen Golf petrol,Customer Visit,No,7000,Finance,6,3450
52073,AU,Sydney,AU,Perth,13,BMW 3 diesel,Partner Visit,No,10000,Sales,4,3300
52079,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,7000,Marketing,3,3600
52080,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Conference/Exhibition,No,6000,Marketing,2,1800
52083,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,7000,Sales,5,3450
52090,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,8000,Marketing,1,450
52101,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,7000,Sales,3,2700
52103,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,6000,Sales,3,900
52104,DE,Berlin,ES,Madrid,13,BMW 3 diesel,Conference/Exhibition,No,6000,Value Engineering,5,2700
52117,BR,Ṣo Paulo,AR,Buenos Aires,16,BMW 3 plugin hybrid,Customer Visit,No,6000,Marketing,1,3000
52122,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Internal Business Trip,No,8000,Sales,5,1500
52123,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Conference/Exhibition,Yes,7000,Office Management,4,1800
52128,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,9000,Services,3,300
52129,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,6000,Sales,5,2850
52131,AU,Sydney,AU,Melbourne,16,BMW 3 plugin hybrid,Customer Visit,No,6000,Legal,3,450
52136,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,6000,Services,3,900
52137,AU,Sydney,AU,Melbourne,14,Volkswagen Golf diesel,Customer Visit,No,7000,Marketing,5,450
52139,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Conference/Exhibition,Yes,7000,Customer Support,1,1500
52141,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,6000,Executive Management,2,1200
52150,US,New York,CA,Toronto,14,Volkswagen Golf diesel,Conference/Exhibition,Yes,9000,Engineering,3,3150
52159,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,7000,Value Engineering,3,3600
52162,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,6000,Sales,3,450
52163,CN,Beijing,AU,Sydney,10,Economy Flight,Conference/Exhibition,No,6000,Office Management,4,3150
52165,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Conference/Exhibition,No,10000,Legal,4,3600
52168,AU,Sydney,US,Los Angeles,12,Business Class Flight,Conference/Exhibition,No,9000,Sales,3,2250
52170,CN,Beijing,RU,Moscow,10,Economy Flight,Enablement,No,9000,Value Engineering,2,2400
52173,CN,Beijing,RU,Moscow,4,Train,Conference/Exhibition,No,10000,Marketing,2,900
52177,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,7000,Legal,3,3600
52178,AU,Sydney,AU,Brisbane,15,Volkswagen Golf petrol,Conference/Exhibition,No,10000,Sales,3,3150
52182,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,Yes,8000,Legal,5,3600
52195,ZA,Cape Town,ZA,Johannesburg,14,Volkswagen Golf diesel,Customer Visit,Yes,6000,Marketing,3,1200
52197,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Conference/Exhibition,No,9000,Sales,2,2400
52200,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,9000,Customer Support,3,1200
52206,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Partner Visit,No,7000,Marketing,2,1350
52210,US,New York,DE,Berlin,12,Business Class Flight,Partner Visit,Yes,7000,Legal,4,900
52211,AU,Sydney,US,Los Angeles,12,Business Class Flight,Conference/Exhibition,No,7000,Value Engineering,5,3600
52218,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,6000,Executive Management,4,450
52223,BR,Ṣo Paulo,AR,Buenos Aires,13,BMW 3 diesel,Conference/Exhibition,No,6000,Value Engineering,6,3600
52229,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Enablement,No,10000,Sales,3,2400
52235,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Customer Visit,Yes,7000,Engineering,2,1500
52238,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,8000,Sales,2,2400
52239,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,7000,Sales,4,3150
52240,DE,Berlin,IT,Rome,12,Business Class Flight,Customer Visit,Yes,9000,Marketing,5,1500
52241,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Customer Visit,Yes,8000,Sales,1,2400
52247,CN,Beijing,IN,New Delhi,12,Business Class Flight,Conference/Exhibition,No,9000,Sales,1,450
52248,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,7000,Customer Support,3,1800
52261,AU,Sydney,AU,Melbourne,13,BMW 3 diesel,Conference/Exhibition,No,7000,Marketing,2,2550
52262,US,New York,JP,Tokyo,4,Train,Customer Visit,No,10000,Executive Management,3,1800
52263,AU,Sydney,SG,Singapore,12,Business Class Flight,Customer Visit,No,9000,Sales,3,3600
52265,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Customer Visit,No,10000,Sales,3,2700
52269,AU,Sydney,CN,Beijing,13,BMW 3 diesel,Customer Visit,No,6000,Sales,3,3600
52270,US,New York,CA,Toronto,4,Train,Conference/Exhibition,Yes,7000,Sales,5,2850
52272,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,7000,Sales,3,900
52277,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,Yes,9000,Sales,3,3450
52279,US,New York,CA,Toronto,12,Business Class Flight,Internal Business Trip,Yes,7000,Ecosystem,2,900
52281,CN,Beijing,IN,New Delhi,12,Business Class Flight,Internal Business Trip,Yes,6000,Executive Management,6,3750
52285,DE,Berlin,ES,Madrid,11,First Class Flight,Customer Visit,No,9000,Sales,1,1800
52293,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Enablement,No,9000,Value Engineering,6,1800
52296,DE,Berlin,NL,Amsterdam,14,Volkswagen Golf diesel,Conference/Exhibition,No,10000,Sales,3,2700
52303,ZA,Cape Town,ZA,Johannesburg,14,Volkswagen Golf diesel,Customer Visit,No,9000,Ecosystem,3,900
52317,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,8000,Marketing,2,1950
