TripID,TravelRequestID,ExpenseRequestID,ExpenseDenialReason,ExpenseReimbursementReason,ExpenseReimbursementAmount,ReasonForTransportCancellation,NewTransportSelection,ReasonForNewTransport,NewHotelSelection,ReasonForNewHotel,NewModeOfTransportation,TransportationPriceDifference,ReasonForTransportationChange,ReasonForDelay,ExtensionLength,DaysPreapproved,ProcessCode
48863,TR048863,EXP048863,Late submission,Partial reimbursement,339.15,,,,,,,,,,,0,V1
48871,TR048871,EXP048871,,Partial reimbursement,281.35,,,,,,,,,,,1,V21
48872,TR048872,EXP048872,,Policy exception approved,454.94,,,,New hotel chosen,Location preference,,,,,,0,V1
48873,TR048873,EXP048873,,Policy exception approved,414.76,,,,,,,,,,,3,V1
48874,TR048874,EXP048874,,Standard travel reimbursement,432.23,,,,,,,,,,,3,V1
48876,TR048876,EXP048876,,Policy exception approved,157.57,,,,New hotel chosen,Rate change,,,,,4.0,1,V18
48877,TR048877,EXP048877,Out of policy,Partial reimbursement,452.07,,,,New hotel chosen,Location preference,,,,,,1,V13
48878,TR048878,EXP048878,Personal expense,Standard travel reimbursement,288.36,,,,,,,,,,,4,V1
48879,TR048879,EXP048879,,Policy exception approved,151.67,,,,,,,,,Airport congestion,,1,V16
48882,TR048882,EXP048882,,Partial reimbursement,272.33,,Rebooked rental,Schedule conflict,,,Updated Fiat 500 electric,188.26,Client preference,,,1,V15
48887,TR048887,EXP048887,,Partial reimbursement,134.12,,,,,,,,,,3.0,2,V17
48890,TR048890,EXP048890,,Partial reimbursement,495.89,,,,,,,,,,,4,V1
48895,TR048895,EXP048895,,Policy exception approved,403.45,,Rebooked flight,Route change,,,Updated First Class Flight,71.97,Time constraints,,,0,V15
48897,TR048897,EXP048897,,Policy exception approved,420.44,,,,,,,,,,,3,V1
48899,TR048899,EXP048899,,Policy exception approved,414.11,,,,,,,,,,,1,V1
48904,TR048904,EXP048904,,Policy exception approved,186.56,,,,,,,,,,,2,V1
48910,TR048910,EXP048910,,Standard travel reimbursement,317.16,Weather disruption,,,,,,,,,,4,V12
48912,TR048912,EXP048912,,Policy exception approved,428.67,,,,,,,,,,,0,V1
48915,TR048915,EXP048915,,Policy exception approved,212.16,,Rebooked flight,Route change,Alternative hotel selected,Availability,,,,,,3,V7
48919,TR048919,EXP048919,,Partial reimbursement,262.17,,,,,,,,,,,3,V1
48922,TR048922,EXP048922,,Partial reimbursement,233.7,,,,,,,,,,1.0,1,V17
48925,TR048925,EXP048925,,Standard travel reimbursement,401.89,,,,,,,,,,,1,V1
48926,TR048926,EXP048926,Late submission,Standard travel reimbursement,513.94,,Rebooked flight,Cheaper fare,,,Updated Business Class Flight,206.14,Cost optimization,,,1,V15
48928,TR048928,EXP048928,Personal expense,Standard travel reimbursement,205.31,,,,,,,,,,,1,V25
48929,TR048929,EXP048929,,Policy exception approved,469.68,,,,,,,,,,3.0,1,V18
48932,TR048932,EXP048932,,Partial reimbursement,288.99,,,,,,Updated Economy Flight,-135.49,Safety concern,,,0,V6
48943,TR048943,EXP048943,,Partial reimbursement,378.48,,,,,,,,,,,4,V1
48951,TR048951,EXP048951,,Partial reimbursement,288.41,,,,,,,,,Mechanical issue,,2,V21
48957,TR048957,EXP048957,,Partial reimbursement,188.0,Track maintenance,,,,,,,,,,1,V12
48960,TR048960,EXP048960,,Policy exception approved,329.68,,,,,,,,,,,1,V26
48961,TR048961,EXP048961,,Standard travel reimbursement,372.83,,,,,,Updated BMW 3 diesel,73.49,Safety concern,,,0,V14
48977,TR048977,EXP048977,Late submission,,592.19,,,,,,,,,,4.0,4,V18
48979,TR048979,EXP048979,,Standard travel reimbursement,312.26,,,,New hotel chosen,Quality issue,,,,,,2,V1
48981,TR048981,EXP048981,,Partial reimbursement,291.26,,,,,,,,,,,1,V1
48982,TR048982,EXP048982,Missing receipt,Partial reimbursement,429.63,,,,,,,,,,,4,V14
48986,TR048986,EXP048986,Out of policy,Policy exception approved,524.26,,,,,,,,,,,0,V13
48996,TR048996,EXP048996,,Partial reimbursement,287.01,Track maintenance,,,,,,,,,,4,V8
49007,TR049007,EXP049007,Out of policy,,268.71,,,,,,,,,,2.0,1,V18
49008,TR049008,EXP049008,,Partial reimbursement,441.22,,,,,,,,,,,1,V1
49009,TR049009,EXP049009,Personal expense,Standard travel reimbursement,438.95,,,,,,,,,,,1,V22
49011,TR049011,EXP049011,,Partial reimbursement,381.57,,,,,,,,,,,0,V1
49014,TR049014,EXP049014,,Partial reimbursement,314.54,,Rebooked flight,Route change,,,,,,,,4,V9
49015,TR049015,EXP049015,Personal expense,Standard travel reimbursement,595.16,,,,New hotel chosen,Hotel overbooked,,,,,,3,V1
49024,TR049024,EXP049024,,Partial reimbursement,247.18,,,,,,,,,Rental desk queue,,0,V28
49025,TR049025,EXP049025,Late submission,Standard travel reimbursement,295.54,,,,,,,,,,,4,V1
49026,TR049026,EXP049026,,Policy exception approved,252.85,,,,,,,,,,,4,V21
49027,TR049027,EXP049027,,Standard travel reimbursement,182.76,,,,,,,,,,,1,V1
49033,TR049033,EXP049033,,Policy exception approved,435.87,,,,,,,,,,,2,V20
49043,TR049043,EXP049043,,Standard travel reimbursement,197.68,,Rebooked flight,Better schedule,,,,,,,,0,V23
49046,TR049046,EXP049046,,Policy exception approved,472.35,,,,New hotel chosen,Quality issue,,,,,,4,V1
49061,TR049061,EXP049061,Personal expense,Standard travel reimbursement,296.89,,,,,,,,,,,4,V1
49063,TR049063,EXP049063,,Partial reimbursement,429.14,,,,,,,,,,,1,V1
49065,TR049065,EXP049065,Late submission,Partial reimbursement,165.46,,Rebooked flight,Schedule conflict,,,Updated First Class Flight,235.72,Client preference,,,2,V15
49068,TR049068,EXP049068,,Standard travel reimbursement,274.91,,,,New hotel chosen,Location preference,,,,,,4,V21
49073,TR049073,EXP049073,,Standard travel reimbursement,265.67,,,,,,,,,,,2,V1
49075,TR049075,EXP049075,,Policy exception approved,561.78,,,,,,,,,,,1,V22
49082,TR049082,EXP049082,,Policy exception approved,227.99,Operational issue,Rebooked flight,Missed connection,,,,,,,,4,V1
49083,TR049083,EXP049083,,Policy exception approved,271.27,Airline schedule change,,,,,,,,,,1,V12
49087,TR049087,EXP049087,,Partial reimbursement,431.4,,,,,,,,,,,4,V1
49089,TR049089,EXP049089,,Partial reimbursement,133.91,,Rebooked rental,Schedule conflict,,,Updated Fiat 500 electric,218.23,Client preference,,,4,V15
49093,TR049093,EXP049093,,Standard travel reimbursement,225.41,,,,,,,,,,,3,V1
49099,TR049099,EXP049099,,Policy exception approved,482.38,,,,,,,,,,4.0,3,V18
49105,TR049105,EXP049105,,Partial reimbursement,386.18,,,,,,Updated Economy Flight,235.7,Time constraints,,,3,V22
49112,TR049112,EXP049112,Late submission,Standard travel reimbursement,328.77,,,,,,,,,,3.0,3,V19
49113,TR049113,EXP049113,,Partial reimbursement,595.29,,,,New hotel chosen,Hotel overbooked,,,,,,0,V1
49126,TR049126,EXP049126,Missing receipt,Standard travel reimbursement,181.86,,,,,,,,,,,4,V13
49131,TR049131,EXP049131,,Policy exception approved,481.15,,,,,,,,,,,0,V1
49136,TR049136,EXP049136,,Policy exception approved,241.81,,,,,,,,,,3.0,2,V18
49140,TR049140,EXP049140,Out of policy,Policy exception approved,447.98,,,,,,,,,,,1,V1
49146,TR049146,EXP049146,,Partial reimbursement,484.64,,,,,,,,,,,4,V1
49147,TR049147,EXP049147,,Standard travel reimbursement,182.7,,,,,,,,,Mechanical issue,,2,V1
49151,TR049151,EXP049151,Personal expense,Standard travel reimbursement,209.08,,,,,,,,,,,4,V1
49156,TR049156,EXP049156,,Partial reimbursement,557.97,,,,,,,,,,,4,V20
49160,TR049160,EXP049160,,Policy exception approved,379.26,,,,,,Updated BMW 3 diesel,-260.16,Time constraints,,,2,V1
49162,TR049162,EXP049162,Missing receipt,Partial reimbursement,474.19,,,,,,,,,,,1,V31
49168,TR049168,EXP049168,,Policy exception approved,306.36,,Rebooked flight,Route change,,,Updated First Class Flight,90.52,Time constraints,Mechanical issue,,1,V15
49169,TR049169,EXP049169,,Standard travel reimbursement,149.42,,,,,,,,,,,1,V16
49175,TR049175,EXP049175,,Policy exception approved,117.42,,Rebooked flight,Schedule conflict,,,Updated Business Class Flight,76.17,Safety concern,,,1,V15
49176,TR049176,EXP049176,,Standard travel reimbursement,195.01,,Rebooked flight,Cheaper fare,Alternative hotel selected,Location preference,,,,,,2,V24
49181,TR049181,EXP049181,,Policy exception approved,452.18,,,,,,,,,,,1,V1
49182,TR049182,EXP049182,,Standard travel reimbursement,130.76,,,,,,,,,,,4,V14
49186,TR049186,EXP049186,,Partial reimbursement,331.56,,,,New hotel chosen,Rate change,,,,,,0,V1
49194,TR049194,EXP049194,,Partial reimbursement,153.81,,,,,,,,,,,1,V1
49200,TR049200,EXP049200,,Policy exception approved,306.92,,,,,,,,,,,2,V1
49209,TR049209,EXP049209,,Standard travel reimbursement,406.1,,,,,,,,,,,2,V1
49210,TR049210,EXP049210,Late submission,Standard travel reimbursement,439.16,,,,,,,,,Weather delay,,2,V1
49211,TR049211,EXP049211,,Standard travel reimbursement,137.45,,,,,,,,,,3.0,4,V18
49215,TR049215,EXP049215,,Partial reimbursement,557.03,,,,,,,,,,,1,V1
49222,TR049222,EXP049222,,Standard travel reimbursement,278.82,,,,,,,,,,,3,V1
49230,TR049230,EXP049230,,Policy exception approved,446.2,,,,,,,,,,3.0,2,V19
49234,TR049234,EXP049234,,Policy exception approved,389.07,,,,,,,,,,,0,V1
49240,TR049240,EXP049240,,Standard travel reimbursement,252.12,,,,,,,,,,,2,V1
49242,TR049242,EXP049242,,Policy exception approved,289.0,,,,,,,,,,,0,V1
49245,TR049245,EXP049245,,Partial reimbursement,531.54,,Rebooked flight,Better schedule,New hotel chosen,Quality issue,,,,,,3,V24
49246,TR049246,EXP049246,,Partial reimbursement,379.18,,,,,,,,,,,3,V1
49247,TR049247,EXP049247,,Standard travel reimbursement,303.27,,Rebooked rental,Better schedule,Alternative hotel selected,Quality issue,,,,,,1,V5
49256,TR049256,EXP049256,,Standard travel reimbursement,149.87,,,,,,,,,,,3,V1
49259,TR049259,EXP049259,,Standard travel reimbursement,254.33,,,,,,Updated Economy Flight,64.65,Safety concern,,,0,V1
49268,TR049268,EXP049268,Personal expense,Partial reimbursement,587.08,,,,,,,,,Vehicle breakdown,,0,V11
49272,TR049272,EXP049272,,Policy exception approved,455.31,,,,,,Updated Train,270.99,Client preference,,,1,V1
49279,TR049279,EXP049279,,Standard travel reimbursement,435.1,,,,,,,,,Mechanical issue,,1,V16
49280,TR049280,EXP049280,,Standard travel reimbursement,477.42,,,,,,,,,,,1,V1
49281,TR049281,EXP049281,Out of policy,Partial reimbursement,126.25,Operational issue,,,,,,,,,,0,V1
49282,TR049282,EXP049282,,Standard travel reimbursement,126.59,,,,,,,,,,,0,V1
49284,TR049284,EXP049284,Missing receipt,Policy exception approved,590.14,,,,,,,,,,,2,V1
49285,TR049285,EXP049285,,Policy exception approved,378.93,,,,,,,,,,,3,V1
49289,TR049289,EXP049289,,Policy exception approved,385.22,,Rebooked flight,Schedule conflict,,,Updated Economy Flight,-184.27,Time constraints,,,1,V30
49293,TR049293,EXP049293,,Standard travel reimbursement,198.72,,,,,,,,,,,4,V1
49294,TR049294,EXP049294,,Policy exception approved,140.83,,Rebooked train,Route change,,,,,,,,4,V30
49296,TR049296,EXP049296,,Standard travel reimbursement,255.88,Weather disruption,,,,,,,,Weather delay,,4,V12
49298,TR049298,EXP049298,,Policy exception approved,257.89,,,,,,,,,,,2,V1
49300,TR049300,EXP049300,,Partial reimbursement,560.37,,,,,,,,,,,1,V1
49303,TR049303,EXP049303,,Partial reimbursement,418.3,,,,,,,,,,,0,V1
49306,TR049306,EXP049306,,Partial reimbursement,283.37,,,,,,Updated BMW 3 diesel,137.18,Cost optimization,,,3,V1
49307,TR049307,EXP049307,,Standard travel reimbursement,423.69,,,,,,,,,,4.0,4,V19
49308,TR049308,EXP049308,,Partial reimbursement,177.08,,,,,,,,,,,1,V22
49310,TR049310,EXP049310,,Policy exception approved,483.36,,,,,,,,,,,3,V1
49311,TR049311,EXP049311,Missing receipt,Standard travel reimbursement,413.49,,,,,,,,,,,1,V1
49314,TR049314,EXP049314,,Policy exception approved,388.53,,,,,,,,,,,1,V1
49321,TR049321,EXP049321,,Partial reimbursement,399.25,,Rebooked rental,Route change,,,,,,,,2,V23
49322,TR049322,EXP049322,,Policy exception approved,465.11,,,,,,,,,,,0,V1
49324,TR049324,EXP049324,Missing receipt,Standard travel reimbursement,302.0,,,,,,,,,,,1,V1
49326,TR049326,EXP049326,,Policy exception approved,184.12,,Rebooked rental,Route change,,,Updated Volkswagen Golf petrol,59.27,Cost optimization,,,0,V15
49336,TR049336,EXP049336,,Standard travel reimbursement,156.0,,,,,,,,,,,3,V1
49338,TR049338,EXP049338,,Partial reimbursement,463.91,,,,,,,,,,,0,V1
49347,TR049347,EXP049347,,Partial reimbursement,251.78,,,,,,,,,,,2,V1
49350,TR049350,EXP049350,,Partial reimbursement,504.31,,,,,,,,,,,1,V1
49351,TR049351,EXP049351,,Standard travel reimbursement,371.04,Airline schedule change,,,,,,,,Airport congestion,,1,V8
49352,TR049352,EXP049352,,Standard travel reimbursement,437.0,,,,,,,,,Weather delay,,1,V1
49353,TR049353,EXP049353,,Policy exception approved,391.85,,Rebooked train,Route change,,,,,,,,1,V9
49355,TR049355,EXP049355,,Standard travel reimbursement,404.34,,,,,,,,,,2.0,4,V19
49369,TR049369,EXP049369,,Partial reimbursement,473.35,,,,,,Updated Economy Flight,28.2,Safety concern,,,2,V1
49372,TR049372,EXP049372,,Policy exception approved,175.7,,,,,,,,,,,0,V1
49379,TR049379,EXP049379,,Policy exception approved,143.36,Weather disruption,,,New hotel chosen,Hotel overbooked,,,,,,2,V1
49383,TR049383,EXP049383,,Partial reimbursement,443.69,Operational issue,,,,,,,,,,4,V8
49385,TR049385,EXP049385,,Partial reimbursement,178.75,,,,,,,,,,,4,V1
49387,TR049387,EXP049387,,Partial reimbursement,286.12,,,,,,,,,,,3,V1
49392,TR049392,EXP049392,Personal expense,Partial reimbursement,429.26,,,,,,,,,,,2,V1
49393,TR049393,EXP049393,,Standard travel reimbursement,438.27,,,,,,,,,,,3,V1
49396,TR049396,EXP049396,,Policy exception approved,202.98,Operational issue,,,,,,,,,,0,V12
49401,TR049401,EXP049401,,Policy exception approved,215.79,,,,,,,,,,,4,V25
49404,TR049404,EXP049404,,Policy exception approved,289.7,,,,,,,,,,,0,V1
49405,TR049405,EXP049405,Duplicate claim,Partial reimbursement,237.62,,,,,,,,,,,3,V31
49412,TR049412,EXP049412,,Standard travel reimbursement,438.83,,,,,,,,,,,3,V1
49419,TR049419,EXP049419,,Policy exception approved,447.42,,,,,,,,,,,3,V2
49421,TR049421,EXP049421,,Partial reimbursement,128.88,Airline schedule change,,,,,,,,,,2,V25
49422,TR049422,EXP049422,,Partial reimbursement,285.85,,,,,,,,,,,0,V1
49424,TR049424,EXP049424,,Standard travel reimbursement,265.75,,,,,,,,,,,1,V1
49426,TR049426,EXP049426,,Standard travel reimbursement,193.37,Airline schedule change,Rebooked flight,Better schedule,New hotel chosen,Location preference,,,,Weather delay,,2,V1
49428,TR049428,EXP049428,,Partial reimbursement,371.97,Operational issue,,,,,,,,,,4,V12
49431,TR049431,EXP049431,,Standard travel reimbursement,447.63,,,,,,,,,,2.0,3,V18
49433,TR049433,EXP049433,Late submission,Partial reimbursement,283.67,,,,,,,,,,,1,V14
49439,TR049439,EXP049439,,Policy exception approved,258.07,,,,,,,,,Weather delay,,3,V1
49440,TR049440,EXP049440,,Partial reimbursement,130.54,,,,,,,,,,,2,V20
49441,TR049441,EXP049441,,Partial reimbursement,344.41,,,,,,,,,,,4,V22
49443,TR049443,EXP049443,,Partial reimbursement,439.43,,Rebooked flight,Better schedule,,,Updated Business Class Flight,256.29,Time constraints,,,0,V27
49448,TR049448,EXP049448,,Partial reimbursement,442.59,,,,,,,,,,4.0,1,V17
49450,TR049450,EXP049450,,Policy exception approved,385.42,,,,,,,,,,,1,V1
49454,TR049454,EXP049454,,Standard travel reimbursement,188.61,,,,New hotel chosen,Rate change,,,,,4.0,3,V17
49466,TR049466,EXP049466,,Partial reimbursement,398.57,,,,,,,,,,,4,V20
49467,TR049467,EXP049467,,Partial reimbursement,399.54,,,,New hotel chosen,Hotel overbooked,,,,,,2,V1
49468,TR049468,EXP049468,,Policy exception approved,453.76,,,,,,,,,,,1,V1
49482,TR049482,EXP049482,,Policy exception approved,330.21,,,,,,,,,,,3,V1
49483,TR049483,EXP049483,,Partial reimbursement,568.72,,,,,,,,,,,3,V1
49484,TR049484,EXP049484,,Partial reimbursement,539.35,,,,,,,,,,,0,V1
49488,TR049488,EXP049488,,Policy exception approved,385.17,,,,,,,,,,,3,V1
49489,TR049489,EXP049489,,Standard travel reimbursement,131.83,,,,,,,,,,,2,V1
49493,TR049493,EXP049493,Late submission,Policy exception approved,236.87,Airline schedule change,,,,,,,,,,3,V20
49495,TR049495,EXP049495,,Policy exception approved,264.37,Vehicle issue,,,,,,,,,,1,V12
49501,TR049501,EXP049501,,Policy exception approved,465.49,,Rebooked rental,Cheaper fare,Alternative hotel selected,Quality issue,,,,,,2,V5
49505,TR049505,EXP049505,,Standard travel reimbursement,318.9,,,,,,,,,,,2,V20
49506,TR049506,EXP049506,,Standard travel reimbursement,431.92,,,,,,,,,,4.0,4,V17
49507,TR049507,EXP049507,,Partial reimbursement,373.43,,,,,,,,,,,1,V1
49508,TR049508,EXP049508,Out of policy,Standard travel reimbursement,472.68,,,,,,,,,,,2,V1
49511,TR049511,EXP049511,,Policy exception approved,265.19,,Rebooked flight,Better schedule,,,Updated First Class Flight,117.85,Safety concern,,,3,V27
49523,TR049523,EXP049523,,Standard travel reimbursement,408.67,,Rebooked flight,Route change,,,Updated Business Class Flight,122.81,Cost optimization,,,3,V15
49525,TR049525,EXP049525,,Partial reimbursement,491.47,,,,,,Updated Economy Flight,-349.05,Safety concern,,,3,V22
49526,TR049526,EXP049526,,Standard travel reimbursement,398.98,Airline schedule change,,,,,,,,,,0,V8
49527,TR049527,EXP049527,,Standard travel reimbursement,211.73,,,,,,,,,,,3,V1
49528,TR049528,EXP049528,,Policy exception approved,242.61,Weather disruption,,,,,,,,,,4,V12
49529,TR049529,EXP049529,,Partial reimbursement,375.35,,,,,,,,,,,3,V1
49530,TR049530,EXP049530,,Partial reimbursement,479.03,,,,,,,,,,,1,V1
49534,TR049534,EXP049534,,Standard travel reimbursement,413.89,,,,,,,,,,,1,V1
49535,TR049535,EXP049535,,Policy exception approved,466.36,,,,,,,,,,,4,V16
49538,TR049538,EXP049538,,Standard travel reimbursement,518.86,,,,,,,,,,,3,V14
49543,TR049543,EXP049543,,Partial reimbursement,202.65,,,,,,,,,,,2,V1
49545,TR049545,EXP049545,Personal expense,Partial reimbursement,190.56,,,,,,,,,,,3,V1
49546,TR049546,EXP049546,,Standard travel reimbursement,441.9,,,,,,Updated BMW 3 diesel,86.77,Safety concern,,,4,V1
49548,TR049548,EXP049548,,Policy exception approved,466.29,,,,,,,,,,,3,V1
49550,TR049550,EXP049550,,Policy exception approved,260.75,,,,,,,,,,,1,V13
49552,TR049552,EXP049552,,Policy exception approved,417.52,,,,,,,,,,,3,V1
49553,TR049553,EXP049553,,Partial reimbursement,303.34,,,,,,,,,,,4,V20
49559,TR049559,EXP049559,,Policy exception approved,487.36,Airline schedule change,Rebooked flight,Missed connection,,,,,,,,3,V1
49563,TR049563,EXP049563,Personal expense,Policy exception approved,316.83,,,,,,,,,,,2,V1
49564,TR049564,EXP049564,,Policy exception approved,486.66,,,,,,,,,,,3,V1
49566,TR049566,EXP049566,,Partial reimbursement,556.42,,,,,,,,,,,1,V1
49578,TR049578,EXP049578,,Standard travel reimbursement,472.6,,,,,,,,,,,2,V1
49579,TR049579,EXP049579,,Policy exception approved,184.61,,,,,,,,,,,3,V1
49586,TR049586,EXP049586,,Policy exception approved,131.68,,,,,,,,,,,0,V14
49589,TR049589,EXP049589,,Policy exception approved,433.53,,,,,,,,,,,1,V1
49597,TR049597,EXP049597,,Policy exception approved,425.61,,,,,,,,,,,1,V1
49598,TR049598,EXP049598,,Partial reimbursement,209.63,,,,,,,,,,,4,V1
49607,TR049607,EXP049607,,Policy exception approved,373.62,,,,,,,,,,,3,V6
49617,TR049617,EXP049617,,Standard travel reimbursement,232.55,,,,,,Updated BMW 3 diesel,24.39,Cost optimization,,4.0,4,V17
49623,TR049623,EXP049623,,Partial reimbursement,321.96,,,,,,Updated Volkswagen Golf diesel,-72.15,Time constraints,,,2,V1
49624,TR049624,EXP049624,Out of policy,Standard travel reimbursement,368.21,,,,,,,,,,,3,V1
49626,TR049626,EXP049626,,Policy exception approved,399.35,,,,,,,,,,,4,V1
49628,TR049628,EXP049628,,Standard travel reimbursement,136.92,,,,,,,,,,,2,V22
49632,TR049632,EXP049632,,Partial reimbursement,402.72,,,,New hotel chosen,Quality issue,,,,,,2,V1
49634,TR049634,EXP049634,,Standard travel reimbursement,398.71,,,,,,,,,Security screening,,3,V28
49635,TR049635,EXP049635,,Policy exception approved,338.18,,,,,,,,,,,3,V1
49638,TR049638,EXP049638,Personal expense,Policy exception approved,344.29,,,,,,,,,Weather delay,,4,V1
49640,TR049640,EXP049640,,Policy exception approved,443.83,,,,,,,,,,,2,V1
49641,TR049641,EXP049641,,Standard travel reimbursement,544.57,,,,,,,,,,,0,V1
49644,TR049644,EXP049644,,Standard travel reimbursement,272.94,,,,,,,,,Weather delay,,4,V1
49645,TR049645,EXP049645,,Standard travel reimbursement,404.49,,,,,,,,,,,0,V16
49652,TR049652,EXP049652,Personal expense,Partial reimbursement,162.05,,,,,,,,,,,1,V31
49653,TR049653,EXP049653,,Standard travel reimbursement,140.91,,,,,,,,,Airport congestion,,0,V1
49659,TR049659,EXP049659,,Policy exception approved,407.04,,,,,,,,,,,0,V1
49661,TR049661,EXP049661,,Standard travel reimbursement,136.88,,,,,,,,,,3.0,2,V17
49663,TR049663,EXP049663,,Standard travel reimbursement,362.58,,,,,,,,,,,2,V1
49666,TR049666,EXP049666,Personal expense,Standard travel reimbursement,582.84,,,,,,,,,Mechanical issue,,2,V1
49668,TR049668,EXP049668,Missing receipt,Policy exception approved,548.8,,,,,,,,,,,3,V1
49670,TR049670,EXP049670,,Partial reimbursement,370.89,,,,,,,,,,,1,V1
49674,TR049674,EXP049674,,Partial reimbursement,371.93,,Rebooked flight,Better schedule,Alternative hotel selected,Quality issue,,,,,,3,V7
49682,TR049682,EXP049682,,Policy exception approved,465.62,,,,New hotel chosen,Rate change,,,,,,4,V1
49683,TR049683,EXP049683,Late submission,Partial reimbursement,399.56,Rental availability change,,,,,,,,,,1,V12
49685,TR049685,EXP049685,,Policy exception approved,404.65,,,,,,,,,,,3,V22
49686,TR049686,EXP049686,,Partial reimbursement,351.67,,Rebooked flight,Cheaper fare,,,Updated Economy Flight,155.47,Safety concern,Mechanical issue,,4,V15
49691,TR049691,EXP049691,,Standard travel reimbursement,215.76,,,,,,,,,,,0,V1
49693,TR049693,EXP049693,Late submission,Standard travel reimbursement,377.37,,,,,,,,,,,3,V6
49695,TR049695,EXP049695,,Partial reimbursement,437.8,,,,,,,,,,,1,V1
49701,TR049701,EXP049701,,Partial reimbursement,292.6,,Rebooked rental,Cheaper fare,,,Updated Volkswagen Golf petrol,-128.91,Time constraints,,,4,V30
49702,TR049702,EXP049702,,Standard travel reimbursement,353.49,,Rebooked flight,Route change,Alternative hotel selected,Quality issue,Updated Business Class Flight,-258.78,Cost optimization,,,1,V10
49703,TR049703,EXP049703,,Standard travel reimbursement,463.93,,,,,,,,,,,2,V33
49704,TR049704,EXP049704,,Standard travel reimbursement,251.6,,,,,,,,,,,3,V1
49708,TR049708,EXP049708,,Policy exception approved,235.03,,,,,,,,,,,3,V1
49709,TR049709,EXP049709,,Standard travel reimbursement,350.71,,,,,,,,,,,3,V13
49711,TR049711,EXP049711,Late submission,Standard travel reimbursement,164.42,,,,,,,,,Weather delay,,0,V1
49714,TR049714,EXP049714,,Standard travel reimbursement,157.36,Weather disruption,,,New hotel chosen,Location preference,,,,,,4,V1
49718,TR049718,EXP049718,,Partial reimbursement,418.63,,,,,,,,,,,3,V1
49721,TR049721,EXP049721,,Standard travel reimbursement,454.76,,,,,,,,,,,2,V1
49722,TR049722,EXP049722,,Standard travel reimbursement,416.79,,,,New hotel chosen,Location preference,,,,,,2,V1
49730,TR049730,EXP049730,,Policy exception approved,291.36,,,,,,,,,,,4,V1
49732,TR049732,,,,,,,,,,,,,,,1,V33
49734,TR049734,EXP049734,Missing receipt,Policy exception approved,525.73,,Rebooked rental,Route change,,,,,,,,0,V4
49738,TR049738,EXP049738,,Standard travel reimbursement,125.88,,Rebooked flight,Cheaper fare,Alternative hotel selected,Location preference,,,,,,0,V7
49739,TR049739,EXP049739,,Partial reimbursement,437.96,,,,,,,,,,,2,V1
49741,TR049741,EXP049741,,Partial reimbursement,202.86,,,,,,,,,Airport congestion,,2,V11
49742,TR049742,EXP049742,,Policy exception approved,241.11,,Rebooked flight,Schedule conflict,Alternative hotel selected,Quality issue,,,,,,0,V10
49743,TR049743,EXP049743,,Partial reimbursement,344.57,,,,,,,,,,,0,V1
49750,TR049750,EXP049750,,Partial reimbursement,499.02,,,,,,,,,,,1,V13
49751,TR049751,EXP049751,,Standard travel reimbursement,319.78,,,,,,,,,Weather delay,,4,V1
49752,TR049752,EXP049752,,Partial reimbursement,426.94,,,,,,,,,Security screening,2.0,1,V19
49759,TR049759,EXP049759,,Standard travel reimbursement,394.09,,,,,,,,,,,2,V1
49760,TR049760,EXP049760,,Partial reimbursement,364.53,,,,,,,,,Security screening,,4,V1
49761,TR049761,EXP049761,,Standard travel reimbursement,135.02,,,,,,,,,,,4,V1
49766,TR049766,EXP049766,,Standard travel reimbursement,447.88,,Rebooked rental,Cheaper fare,,,,,,,,0,V9
49768,TR049768,EXP049768,,Policy exception approved,130.29,,Rebooked rental,Better schedule,,,Updated Volkswagen Golf petrol,105.55,Cost optimization,,,2,V15
49774,TR049774,EXP049774,,Standard travel reimbursement,479.34,,,,,,,,,,,4,V14
49777,TR049777,EXP049777,,Policy exception approved,341.16,,,,,,,,,,,4,V1
49780,TR049780,EXP049780,Out of policy,Standard travel reimbursement,572.61,,,,New hotel chosen,Rate change,,,,Security screening,,1,V1
49789,TR049789,EXP049789,,Partial reimbursement,129.42,,,,,,,,,,,0,V1
49795,TR049795,EXP049795,,Standard travel reimbursement,126.06,,,,,,,,,,,2,V14
49797,TR049797,EXP049797,,Standard travel reimbursement,147.05,,,,,,,,,,,0,V1
49798,TR049798,EXP049798,,Partial reimbursement,259.1,,,,,,,,,,,0,V1
49802,TR049802,EXP049802,,Standard travel reimbursement,128.6,,,,,,,,,,,1,V1
49805,TR049805,EXP049805,,Policy exception approved,172.8,,,,,,,,,,,1,V1
49809,TR049809,EXP049809,Personal expense,Partial reimbursement,491.4,,,,New hotel chosen,Quality issue,,,,,,2,V1
49811,TR049811,EXP049811,,Partial reimbursement,429.65,,,,,,,,,,,2,V32
49822,TR049822,EXP049822,,Policy exception approved,528.66,,,,New hotel chosen,Quality issue,,,,,,2,V1
49825,TR049825,EXP049825,,Policy exception approved,369.12,,Rebooked flight,Cheaper fare,,,Updated First Class Flight,173.67,Client preference,,,1,V27
49831,TR049831,EXP049831,Late submission,Standard travel reimbursement,447.55,,,,,,,,,,,4,V31
49838,TR049838,EXP049838,,Partial reimbursement,495.67,,,,,,,,,,,2,V1
49839,TR049839,EXP049839,,Policy exception approved,249.05,,,,,,,,,,,1,V14
